anonymised_donor_id,age_group,country,donation_amount,donation_date,payment_method,newsletter_opt_in,referral_channel,sector,campaign,donation_year,donation_month,donation_day,gender_Female,gender_Male,donation_type_Monthly,donation_amount_category
f4afdb5385c96b8b80a9e6f597e71d48034affc6c5e5e58c7122e52e557ca372,50-65,USA,206.78,2024-05-13,Paypal,False,Social Media,Healthcare,Defend the Great Apes,2024,5,0,0,1,0,High
93b7bd5dfd93efa39563d20b7a5c9ad06877e40488aff066e964320e9864d9ce,18-29,India,26.32,2024-06-12,Bank Transfer,True,Website,Nonprofit,Habitat for Hope,2024,6,2,0,1,1,Medium
daa45d102b347ae8f07454cdfc0338fdbc9744478a02c06897620f40a18a7bc0,50-65,UK,18.41,2024-10-18,Credit Card,True,Social Media,Logistics,Marine Mammal Defense Mission,2024,10,4,0,1,0,Low
a67996aa78cc46919cf712e19bf01571136bd763cbc7ce54980856608acfab19,30-49,UK,44.14,2024-10-31,Cheque,False,Word of mouth,Technology,Marine Mammal Defense Mission,2024,10,3,0,1,1,Medium
409e53a19171348dab8da3b31445bfe92669b8f11aa97af71742213951c2e899,50-65,India,7.53,2023-12-28,Paypal,True,Online advertising,Pharmaceuticals,Habitat for Hope,2023,12,3,0,1,0,Low
e9cc9a606d325948942e6babfe02cbef2df689ae56ea1a2aeb4db263bdaaabde,30-49,France,18.56,2024-11-08,Bank Transfer,False,Newsletter,Hospitality,Wildlife Rescue Van Drive,2024,11,4,0,1,0,Low
9c78d4d685259a69f6e73bfadd9aa86a31f1db2ba00f8eb0ce45856f14cd689e,18-29,USA,81.22,2024-11-06,Paypal,False,Website,Environment,Reforest the Sanctuary,2024,11,2,0,1,1,Medium
ce2e7a436ff346712c2a18cc77b9d31a65a9cd2bc3bf3778b12fdddcfda70e1e,18-29,Germany,21.7,2025-03-06,Paypal,True,Online advertising,Technology,Habitat for Hope,2025,3,3,0,0,0,Low
e20eae05536318b265f6f699e66c4be903c65d71e49dde1b2a2b28f674526564,18-29,France,34.9,2024-02-03,Credit Card,True,Local event,Environment,Rescue Orphaned Gorillas,2024,2,5,1,0,1,Medium
9bde07ead37370e767f3d04f4efe39e5120c078020c1e978eb8eafcebdb56169,30-49,France,1.9,2023-09-05,Credit Card,True,Website,Real Estate,Rescue Orphaned Gorillas,2023,9,1,0,1,0,Low
b163e7141526e365771417154c65366351557ea3d9e18ad0818e5211d79f6a6e,30-49,France,82.71,2023-11-30,Bank Transfer,False,Website,Energy,Marine Mammal Defense Mission,2023,11,3,0,1,1,Medium
ce4cb445e55ea8ba33cc1a75ea134c47be753c62d138ec4d5a44044a936f9438,18-29,USA,9.77,2025-01-30,Cheque,True,Local event,Law,Reforest the Sanctuary,2025,1,3,1,0,0,Low
126fc5c561b042655c84abbbbe10524cac5c8f14c343fbd281228560ed58bba0,30-49,France,64.24,2024-11-19,Paypal,False,Local event,Law,Defend the Great Apes,2024,11,1,1,0,0,Medium
f1d7cb1c785e9efaabc3be70ba1789e77e2d4de721b917cd0c0db9411a625c08,30-49,USA,183.05,2023-09-16,Paypal,True,Online advertising,Education,Rescue Orphaned Gorillas,2023,9,5,0,1,1,High
f61b4a97469beee41e838f52c18fc750e366a3a9435a2ca70f020a229366488a,30-49,USA,7.27,2024-06-10,Paypal,False,Local event,Logistics,Wildlife Rescue Van Drive,2024,6,0,1,0,0,Low
a763c48864adcbc31423a3ceae512ffcd02fe4472988fd1e4d62c89e488ed08f,30-49,Finland,35.58,2024-11-17,Credit Card,False,Newsletter,Education,Defend the Great Apes,2024,11,6,1,0,0,Medium
c1cf6e4ae74cac78827e396d8dd4052cb03b37761fe2224f3f61a4a9f412270a,30-49,Canada,11.95,2025-04-26,Bank Transfer,False,Word of mouth,Law,Defend the Great Apes,2025,4,5,1,0,0,Low
87599686422c243d42558f374ac447bf70b5288107adb3d5a25e62f8d5c232a0,50-65,USA,6.66,2024-06-20,Cheque,True,Word of mouth,Logistics,Marine Mammal Defense Mission,2024,6,3,0,1,0,Low
b833e7e70dc2ab32676942439bcafadbfb12fd98eaac23163b9f2fa9cff00ade,66-80,USA,2.03,2023-07-10,Credit Card,True,Online advertising,Pharmaceuticals,Jungle Education Project,2023,7,0,0,1,0,Low
fc07f36591948d59dbf9ae7519f876cecd4dcd8293c935e9bc55d8624c47ab8b,30-49,UK,37.71,2025-05-28,Cheque,True,Newsletter,Media & Communication,Rescue Orphaned Gorillas,2025,5,2,0,1,0,Medium
d7df23bc4706286b147396861c2e96bcb0be9036cb3645f473f19771a46232a4,30-49,Canada,9.93,2023-11-02,Bank Transfer,False,Social Media,Nonprofit,Rescue Orphaned Gorillas,2023,11,3,1,0,0,Low
3c3cf36e4d1fb0f5ae2e53c16a1007018286d4713a24fa00838cf54c59ef0d39,30-49,New Zealand,10.11,2024-10-22,Bank Transfer,True,Newsletter,Environment,Defend the Great Apes,2024,10,1,0,1,0,Low
ea0b503193ca5fef431dfb116bb67671934a0d85fd6322651dc7847d45eada92,18-29,India,66.31,2025-04-08,Bank Transfer,False,Social Media,Education,Rescue Orphaned Gorillas,2025,4,1,0,1,1,Medium
510406a5edec33e91b93bcb90e4d0c4c1c38d9c876cb7911987f4570a7f18e53,66-80,Canada,22.2,2024-11-22,Cheque,True,Online advertising,Environment,Marine Mammal Defense Mission,2024,11,4,0,1,0,Low
3324f641f33eca9676580abe4aa560b0b1f35cae62c63ea1dc74284f5d61e744,30-49,South Africa,36.54,2025-06-01,Bank Transfer,False,Website,Energy,Habitat for Hope,2025,6,6,1,0,0,Medium
38bf8a2412bcc3f88f1b8c8fcb7ee6b5dd61051db99891073525b14f1dbfc17c,18-29,New Zealand,1.29,2024-09-03,Paypal,False,Online advertising,Science & Research,Marine Mammal Defense Mission,2024,9,1,0,0,0,Low
3355b69057e59a2e175c6dd3c69ab29e024f0c078b9937c3b6599b38f8e65284,30-49,UK,16.74,2023-07-14,Paypal,True,Newsletter,Science & Research,Reforest the Sanctuary,2023,7,4,0,1,0,Low
faa4d103a4c4ae76716212c11b612b0db7b9880541bcb725e4c4b4beda32f1e8,50-65,USA,22.86,2024-03-23,Paypal,False,Local event,Finance/Banking,Habitat for Hope,2024,3,5,0,1,0,Low
2429e8245a384834631c05059b2c5abc4498211b9dc8cda6d095fad1d3709d2c,66-80,UK,6.21,2023-11-19,Cheque,True,Online advertising,Healthcare,Reforest the Sanctuary,2023,11,6,1,0,0,Low
cca7f2256a28ca9ba02b994e89494b9b92db91d52931f69e7db56aa444f9790a,66-80,South Africa,170.06,2024-10-30,Credit Card,True,Word of mouth,Construction,Rescue Orphaned Gorillas,2024,10,2,1,0,1,High
7575af96692eaeda74c850a08c68d2ad1642d7c1fb85b6cd896aaa958e79c74c,30-49,UK,37.74,2024-02-10,Cheque,False,Word of mouth,Pharmaceuticals,Jungle Education Project,2024,2,5,0,0,1,Medium
55fe88ee9c8e2ae0be80bb60707311ef2d1710f39f810d8d3dc14cda3f7a8cc0,30-49,USA,164.14,2025-05-23,Bank Transfer,False,Local event,Education,Marine Mammal Defense Mission,2025,5,4,0,1,1,High
3f0c83f7231b53f3395da02267bad42d14f4165ece653d70c7dbf8ec68042b14,30-49,Germany,4.24,2024-08-30,Cheque,True,Newsletter,Law,Jungle Education Project,2024,8,4,0,1,0,Low
60c3e6746957e0b73bb3d66c6ce128537fa5ed7c2989f46414e714816e6c4526,30-49,UK,6.86,2024-03-26,Credit Card,False,Website,Finance/Banking,Defend the Great Apes,2024,3,1,1,0,0,Low
b15ca88e930bd1c88d14e2a5d6ee07a72bee0279ca4da28a9499f086e60feaa2,30-49,New Zealand,7.87,2025-05-19,Paypal,True,Local event,Nonprofit,Habitat for Hope,2025,5,0,0,1,0,Low
7917e397fcf04630308ad59e7184210abcb6e6da73f10084a1a1369289664d6a,50-65,UK,160.21,2024-12-29,Cheque,False,Word of mouth,Finance/Banking,Habitat for Hope,2024,12,6,0,1,1,High
742cc6ce75ccbbd462429b9409370064cd4bd9d40290b8c7b989b7f1579848d4,50-65,France,18.94,2023-07-13,Cheque,True,Online advertising,Science & Research,Habitat for Hope,2023,7,3,0,1,0,Low
44d3d70d6a15519a46f1b41ea503fa3869fee15914802a25b45e3d33727d0a8a,18-29,Netherlands,2.92,2025-05-31,Credit Card,False,Word of mouth,Finance/Banking,Marine Mammal Defense Mission,2025,5,5,1,0,0,Low
f2cdc69b185eb52c27079c0a8664c937767f8b5029b0bd75b16db24374f05d28,50-65,USA,160.01,2024-05-22,Paypal,True,Local event,Government,Jungle Education Project,2024,5,2,0,1,0,High
4939fdb50c8067ddfd4fe42543bcca684a1d1cd912c64444c0d1afdd908d1d05,50-65,France,100.74,2023-07-02,Cheque,True,Website,Environment,Marine Mammal Defense Mission,2023,7,6,1,0,0,High
c0d94d9bf035c6af0d0316289ec33f0b206e0b9b313dd154815cd6c79ddca7dc,30-49,Australia,103.17,2024-02-25,Paypal,True,Newsletter,Others,Reforest the Sanctuary,2024,2,6,1,0,1,High
659f19dff49a2aac8b2bdbfd720b768126ceaba21bfc0c1ef008ad85cd2df2ca,50-65,USA,17.6,2025-01-06,Bank Transfer,False,Website,Real Estate,Wildlife Rescue Van Drive,2025,1,0,0,0,0,Low
f97d812319f5690cda7e01ba0360dca922a9d17bf0bd5e62ea2cbd5d5d9f70b3,30-49,Canada,91.81,2024-03-17,Cheque,False,Online advertising,Others,Habitat for Hope,2024,3,6,0,1,1,Medium
1c7ebbaa79639016a3000fd58bcc29663b9e0c99ceafd38b71112a6edd644208,30-49,France,140.23,2023-12-25,Credit Card,False,Word of mouth,Arts & Culture,Rescue Orphaned Gorillas,2023,12,0,1,0,1,High
4f0501ea0875ff231497182950ebf0af9fbfdba3ba230909f2de4a8b10ffcf89,50-65,France,19.13,2024-06-07,Bank Transfer,False,Online advertising,Real Estate,Jungle Education Project,2024,6,4,0,1,0,Low
8bb3f0fdf45f4cd35978d4076c7bb471417899150705e10ea16fb358859ce900,30-49,UK,33.29,2024-12-26,Paypal,True,Newsletter,Law,Defend the Great Apes,2024,12,3,0,1,0,Medium
862ab080dee8d1413060931bddc19a5f50b6f6e502024c6f34a9377c5044a4f7,50-65,Finland,9.88,2024-02-29,Credit Card,False,Website,Government,Jungle Education Project,2024,2,3,1,0,0,Low
95640912c6a70811bcfa79e83296ae5fe85bd1fa0334bbfbdb5ace6c0b5e6430,18-29,Australia,3.12,2023-08-08,Paypal,False,Social Media,Energy,Defend the Great Apes,2023,8,1,1,0,0,Low
3e483b50f8b0e7d6aaec47604574c11fbb62dfb3d99798b9f3878615a9e237e5,66-80,Netherlands,19.52,2024-06-06,Cheque,True,Website,Technology,Jungle Education Project,2024,6,3,0,1,0,Low
4b22f208da2f6921802d2603c066f1cd0ad5c645c45c8437897ddd5e1d79a460,30-49,UK,26.41,2024-02-17,Bank Transfer,True,Social Media,Consulting,Defend the Great Apes,2024,2,5,1,0,0,Medium
1c4a6a26aa6780c87b15b14eb069d43d71871ccc9d274ccbccb23adcb5d8fa77,50-65,New Zealand,51.65,2025-03-11,Credit Card,True,Newsletter,Healthcare,Jungle Education Project,2025,3,1,0,1,1,Medium
8414c6e2da6e71b0d2349d6e42853835574ead5933c103f165842e5234207c36,30-49,Germany,90.91,2024-01-22,Cheque,True,Word of mouth,Construction,Reforest the Sanctuary,2024,1,0,1,0,0,Medium
bf0d76dd3a7e1769c21f596945059f748f2ede8dc1304421dc3062b218959a13,66-80,Finland,100.27,2025-05-15,Paypal,True,Word of mouth,Environment,Habitat for Hope,2025,5,3,0,1,0,High
19e64ab2cbb0f3fc413337b3ff9b5bb3a922542f90576b658cc649ce3b74c134,50-65,India,70.03,2024-04-05,Cheque,True,Local event,Law,Habitat for Hope,2024,4,4,1,0,0,Medium
37cc95d054e36c66c26fd4b5205fb5ca881d915cafcc4dd8c7fd36ca15f6776d,30-49,France,59.9,2023-12-09,Credit Card,False,Social Media,Agriculture,Rescue Orphaned Gorillas,2023,12,5,0,1,0,Medium
c85d9316ee609cbb766c343f220460dbca9f9819f32cff32a1e1ffaba112e9a3,50-65,India,5.64,2024-05-03,Paypal,False,Social Media,Environment,Rescue Orphaned Gorillas,2024,5,4,1,0,0,Low
636589ef094d17d04d5fb0b4c72bf9760a95815a11e44a284f5a4fc0a70336f8,50-65,UK,11.6,2024-10-20,Paypal,False,Word of mouth,Nonprofit,Defend the Great Apes,2024,10,6,1,0,1,Low
527e6fd2614138db4a358062797d7e943a49888314f27df8360704d8bdcd1adc,50-65,India,43.18,2024-12-12,Credit Card,True,Word of mouth,Environment,Habitat for Hope,2024,12,3,1,0,0,Medium
896b65e0de920fad367c32144aedd4a6415f8365e4f32f737e7e005e9db3348a,30-49,Netherlands,55.0,2024-10-12,Bank Transfer,True,Word of mouth,Technology,Wildlife Rescue Van Drive,2024,10,5,0,1,0,Medium
5fd42719a913c9d5b2b996676796309e3586c53bfb3246463a695b7f67e29caa,30-49,Canada,36.76,2024-01-26,Credit Card,True,Word of mouth,Science & Research,Habitat for Hope,2024,1,4,0,0,0,Medium
c01dd64e3986bf4c6dadb7a0eb9a7be6fdf5cff60bc75c8761af9bd310ff4b80,50-65,USA,170.96,2023-10-15,Bank Transfer,True,Local event,Agriculture,Defend the Great Apes,2023,10,6,0,1,1,High
cdadbdc1e26c93a5346199c896799ec1d797115bcc5d87a63c768ac9f6079cd9,50-65,USA,5.59,2024-07-15,Cheque,True,Newsletter,Real Estate,Marine Mammal Defense Mission,2024,7,0,1,0,0,Low
d4f118441729fb4e566726f364bebfe01ab0a827b432fcca4a4b0114be32fc00,50-65,France,33.26,2025-01-02,Credit Card,False,Word of mouth,Law,Habitat for Hope,2025,1,3,0,1,0,Medium
e3029ce91a3cf302856b009c5bfd906fbad8d02cf38f751fa7d2c67adc2a921b,30-49,USA,57.97,2023-11-10,Cheque,False,Social Media,Technology,Reforest the Sanctuary,2023,11,4,1,0,1,Medium
321aa0cec6fe884a478173faf7d666a3b3b69240cb12b7bbb99284cf341ec6f2,30-49,New Zealand,31.33,2024-10-20,Paypal,True,Website,Real Estate,Defend the Great Apes,2024,10,6,1,0,0,Medium
2bbfff3223bb55c826530ccb427a2980a93147f6b51a5756d93a38b2fae91528,18-29,UK,3.63,2025-03-11,Bank Transfer,True,Online advertising,Others,Rescue Orphaned Gorillas,2025,3,1,0,1,0,Low
d7c40c47023c7fc064a85ec14f070703c160b786f9dccf07af211834413daf18,30-49,New Zealand,167.2,2023-09-27,Cheque,True,Website,Science & Research,Wildlife Rescue Van Drive,2023,9,2,0,0,1,High
00969b9dbab6bdb76fe66c4347d2c0acd85e35b9f44d4ef78bb2035612c25849,30-49,UK,31.27,2024-01-14,Credit Card,True,Website,Hospitality,Marine Mammal Defense Mission,2024,1,6,1,0,1,Medium
f1f3266a0d854e93b04373b134715aa9797f9f286ddca268f336a7b499747cac,66-80,Germany,14.53,2025-04-22,Credit Card,False,Online advertising,Construction,Jungle Education Project,2025,4,1,1,0,0,Low
83e5356526c7f0a103ceab77bda63e7c5ac317cf8a3e3c8844b66f13c0752033,18-29,Australia,11.8,2023-10-18,Bank Transfer,True,Word of mouth,Construction,Jungle Education Project,2023,10,2,0,1,0,Low
d5964d8aee503051b84431033550155b930cb86e970eca2aa2ca7fe3f0ae4319,50-65,Germany,37.07,2025-05-24,Bank Transfer,True,Website,Science & Research,Jungle Education Project,2025,5,5,0,1,1,Medium
95afcd26ae224432278251c6aee3e85d3255984d223d4d3fdc0f8e4b935ef096,50-65,USA,63.8,2025-04-28,Bank Transfer,True,Social Media,Retail,Rescue Orphaned Gorillas,2025,4,0,1,0,1,Medium
0a1eb650daa804a4879dd49ed6fd2760cc053fe20e142e18f4f8bcee638baa40,50-65,New Zealand,37.31,2024-05-01,Cheque,True,Local event,Nonprofit,Rescue Orphaned Gorillas,2024,5,2,1,0,0,Medium
ca3775186fcf964af69f6ad6dc652b71a866b193c406d207a5c60fb2bdb95721,18-29,Germany,56.07,2024-11-05,Paypal,False,Website,Environment,Wildlife Rescue Van Drive,2024,11,1,0,1,1,Medium
37e143b2f93f61b4cf25bf49df407964adff2bfbdfecfda23d020fa06c802fe6,30-49,USA,31.54,2024-04-08,Bank Transfer,True,Website,Real Estate,Habitat for Hope,2024,4,0,1,0,1,Medium
83f931c008529e0dc0967d845504ef30ffa33a9a2d93ffff75a0ea04e9255052,50-65,Brazil,9.1,2024-03-31,Paypal,False,Online advertising,Science & Research,Wildlife Rescue Van Drive,2024,3,6,0,0,0,Low
8982bc0ab0974049ab1a01fec9abb823c86224fa5d566dcdf852aa1cb25cf7b9,50-65,Germany,120.21,2023-08-09,Cheque,False,Social Media,Others,Rescue Orphaned Gorillas,2023,8,2,0,1,1,High
cc26d4a19bb24898fe2741156d95d2d0bda93f43ef91a4abb98c3739100d2566,66-80,France,13.61,2024-03-19,Cheque,True,Word of mouth,Others,Wildlife Rescue Van Drive,2024,3,1,0,1,0,Low
337ac5d847bf05aaebac6d0c472414ce78a392d207737f522f24d23c8482316a,50-65,Australia,139.39,2025-01-14,Bank Transfer,False,Online advertising,Nonprofit,Wildlife Rescue Van Drive,2025,1,1,0,1,1,High
e553aca0248f54edfce0c243df16d5b54931410b11afe44b2e931b86a02e52f8,30-49,USA,39.62,2025-01-10,Paypal,False,Online advertising,Nonprofit,Jungle Education Project,2025,1,4,0,1,1,Medium
82b1fffee775034ead8028ebd560ff9309a4fcb16cf555a1cd5b364d9f316a68,50-65,Netherlands,44.46,2025-05-25,Cheque,True,Word of mouth,Environment,Wildlife Rescue Van Drive,2025,5,6,1,0,0,Medium
e271f851fcbd613007f76eaec8de52ebc9f34c54e3006ecdfc421968347be5f6,66-80,Canada,8.67,2024-01-08,Paypal,False,Social Media,Real Estate,Marine Mammal Defense Mission,2024,1,0,1,0,0,Low
31e74ab614c1b9a508f86b4cf518acd26716ec246266bd0c9b110d6383268d5d,18-29,Germany,13.6,2024-08-29,Cheque,False,Local event,Energy,Rescue Orphaned Gorillas,2024,8,3,0,1,0,Low
b73fe8548337c67a2bbef9f6a1bbd050e92c66f3155635b3e874108bee2242cf,50-65,Germany,31.53,2025-03-03,Cheque,True,Word of mouth,Arts & Culture,Jungle Education Project,2025,3,0,1,0,0,Medium
745b761cc70403297cddb896a1b868bc41f280f31296a56edb82f206bde514bf,66-80,UK,8.19,2023-08-22,Paypal,True,Online advertising,Construction,Reforest the Sanctuary,2023,8,1,1,0,0,Low
14f5b4f548db2ca5936c56ff7a51e835ccffc80d982a9650517440b0b80d4bf4,30-49,Brazil,93.29,2023-09-30,Cheque,True,Online advertising,Hospitality,Reforest the Sanctuary,2023,9,5,1,0,1,Medium
b24f4f00070d795a4249db196662a234515fa84d9ceb5963fa4c3be1d0db8ed5,18-29,USA,10.1,2024-03-20,Bank Transfer,False,Website,Healthcare,Defend the Great Apes,2024,3,2,0,1,0,Low
4c305241852dbaf10c89d04e2ada86099e84e05e2c19e95fe219d17586383a21,30-49,USA,135.14,2024-09-10,Credit Card,False,Newsletter,Technology,Jungle Education Project,2024,9,1,1,0,1,High
c2c36a2588a4f3b88b841200836a2f067f70465e250e5b0a95d0f69ea1da48e8,50-65,France,17.08,2024-02-04,Bank Transfer,False,Online advertising,Environment,Wildlife Rescue Van Drive,2024,2,6,0,1,0,Low
bd806b5320bd0b6af0c1f8070310104af0a24482014a71451d96b2a5e7c925bf,50-65,Canada,18.21,2023-07-07,Paypal,False,Website,Finance/Banking,Marine Mammal Defense Mission,2023,7,4,1,0,0,Low
f16ff2d69ca63354c41cd05b768e0525cd803c1656d98263db129a3746908036,50-65,Germany,61.32,2023-09-09,Credit Card,True,Website,Others,Marine Mammal Defense Mission,2023,9,5,1,0,0,Medium
353e746d0baee1185c840d6f5c4819aba2a7a2470013d757cbe19aed3407adb4,30-49,Finland,4.59,2024-10-14,Cheque,True,Newsletter,Law,Habitat for Hope,2024,10,0,1,0,0,Low
5c369e98052989b630b58a8dafae46618eef0c6c6b5b7d8008ee94dc82d635ed,66-80,France,167.71,2024-10-22,Paypal,False,Word of mouth,Finance/Banking,Habitat for Hope,2024,10,1,0,1,1,High
dbcfc0c08e912a9e640954797052b39511887391aff3d80b7d1b0127dcbd01a1,50-65,USA,4.12,2023-09-26,Credit Card,True,Online advertising,Real Estate,Rescue Orphaned Gorillas,2023,9,1,1,0,0,Low
633faa93ae9fb85623babb8bff20c3c620a74c529ed2ccb4fe64210ab084b2c4,30-49,Brazil,7.55,2024-08-21,Paypal,False,Newsletter,Science & Research,Marine Mammal Defense Mission,2024,8,2,1,0,0,Low
db5b55cf88b700648fbe67031e8e13f1216bee2879a2e91390b2bb92b1c368e6,66-80,Canada,15.52,2024-07-25,Paypal,True,Local event,Government,Habitat for Hope,2024,7,3,0,1,0,Low
73aa8e0c65eeee15ea3ed2f95f8901ee6ea9a30721bb553885b9b46400e76cd4,50-65,France,24.37,2025-02-28,Cheque,True,Online advertising,Nonprofit,Marine Mammal Defense Mission,2025,2,4,0,1,0,Low
1a400f522be58348b66ea506692febd0f1c5df64e60f596bff86d560c13e4ba9,30-49,USA,9.09,2024-12-04,Bank Transfer,False,Newsletter,Education,Jungle Education Project,2024,12,2,1,0,0,Low
64d6be9edb83ad2e292f693ec5afe28af2438ac1cbfeeff22fd8bc8344edab2d,30-49,France,58.95,2024-02-03,Bank Transfer,True,Newsletter,Healthcare,Jungle Education Project,2024,2,5,1,0,0,Medium
9ab67bfdc1ea726fe6d3f213dac04458b975450a020e6d52e59169d76a443788,50-65,South Africa,3.3,2024-02-19,Paypal,False,Website,Healthcare,Jungle Education Project,2024,2,0,1,0,0,Low
d279ca4088b8f3d79d13496d89a2a87d1f54ead62fc63ac60c181f60078f72ea,50-65,France,15.85,2023-07-28,Bank Transfer,False,Online advertising,Pharmaceuticals,Jungle Education Project,2023,7,4,0,1,0,Low
a62307d77c7ded7b25aec830f5d22a3880f81b917bafcfab8812f50c4c37da00,30-49,Canada,20.21,2023-07-19,Paypal,True,Online advertising,Government,Reforest the Sanctuary,2023,7,2,1,0,0,Low
2c84185d72c0d45b0a1265c354f3106746ce6faf6e3e130a52f0b08c51e9e43f,18-29,USA,2.55,2023-08-25,Credit Card,True,Word of mouth,Media & Communication,Marine Mammal Defense Mission,2023,8,4,0,1,1,Low
79e936a450de260908ee622e54657b9242cc7deff130de72002eefabe60a1bf9,30-49,USA,20.51,2024-08-21,Paypal,False,Website,Hospitality,Defend the Great Apes,2024,8,2,1,0,0,Low
6960c9764543be0300ab57688f8cbd11ad1e8fe1cd01e699eea3d2256105397b,50-65,Australia,23.94,2025-04-09,Bank Transfer,True,Social Media,Real Estate,Wildlife Rescue Van Drive,2025,4,2,1,0,1,Low
12f6f4a60d3b6b7560818fa56308c4c57be1a3893125146542f01878ed25c065,30-49,Brazil,7.95,2025-01-25,Credit Card,True,Online advertising,Arts & Culture,Habitat for Hope,2025,1,5,0,1,0,Low
651c43e84fbea427965765cbc406304acd33486e410261ec68850f479db8d68b,66-80,Brazil,3.3,2024-03-28,Credit Card,False,Word of mouth,Law,Wildlife Rescue Van Drive,2024,3,3,0,1,0,Low
122f3cac8514812a4662816fecc5eda65aa094e467706e480cb20adc29509159,30-49,USA,2.79,2024-01-10,Bank Transfer,False,Newsletter,Technology,Rescue Orphaned Gorillas,2024,1,2,0,1,0,Low
cb4cf78c0f7e2051a0a95c6c6050a54a884a1f233dd073221ecab61c6f3302ac,50-65,France,19.17,2024-12-15,Cheque,True,Online advertising,Consulting,Rescue Orphaned Gorillas,2024,12,6,1,0,0,Low
c721dce2f87f67dd09ea218758f91aafe073010f2ce50397b6ffa8c4f156bc80,30-49,Finland,18.81,2023-09-05,Paypal,True,Local event,Construction,Jungle Education Project,2023,9,1,0,0,0,Low
98081a3ee8cb789beb66c832cefbac2f4b2a071a84d662839e5ae4ac9f9ac73f,30-49,South Africa,24.1,2023-06-20,Paypal,True,Website,Finance/Banking,Wildlife Rescue Van Drive,2023,6,1,0,0,0,Low
32f5eae362960080bb222fd96cbe4a7c9bf247e09c211815a8717566186f253c,30-49,USA,4.64,2023-07-08,Credit Card,True,Social Media,Media & Communication,Wildlife Rescue Van Drive,2023,7,5,0,1,0,Low
bc24804aad840adc18cbb84aa7c2e81bea2d7a4af81eb5aaa0ae08cdf80229b1,30-49,France,25.12,2024-09-15,Credit Card,True,Word of mouth,Energy,Marine Mammal Defense Mission,2024,9,6,0,1,0,Medium
3f467315fe0c22ff5c13790f1ff1f2157cfef27109046520331f6fce7b1c5ab6,30-49,Germany,4.73,2024-05-13,Cheque,False,Local event,Education,Marine Mammal Defense Mission,2024,5,0,0,1,0,Low
397d2794f26bbd8bf2da9dd2a47b7f529e2e8d59975ed5b2e225a55edd0e7079,50-65,Brazil,78.96,2024-11-10,Bank Transfer,False,Website,Healthcare,Reforest the Sanctuary,2024,11,6,1,0,1,Medium
54ca65feeceb73b0477a541621df077797f27f592aa837a0b6cfbd966008723a,50-65,New Zealand,24.4,2024-09-08,Paypal,False,Online advertising,Logistics,Defend the Great Apes,2024,9,6,0,1,1,Low
f1981a718179ce09d7a0226f1c500239a634e7af3cd6a7780329786d1235f29d,66-80,Germany,38.9,2025-01-26,Paypal,False,Newsletter,Finance/Banking,Habitat for Hope,2025,1,6,1,0,0,Medium
6cd97f8a9bd59dcb75fec332928b6f6390adbfbe1c369457ad3158eaa113fed9,66-80,UK,178.56,2025-04-13,Bank Transfer,True,Newsletter,Finance/Banking,Wildlife Rescue Van Drive,2025,4,6,0,1,1,High
18797262d205b79678554f61f4b3f99da6ab45ad23990e37b5c579da9a6fe1c3,66-80,New Zealand,7.17,2024-01-25,Paypal,True,Social Media,Hospitality,Rescue Orphaned Gorillas,2024,1,3,1,0,0,Low
a4182da3468fbeb32d626e09a458f67dd95e4f244e4f899b0e5b24112315ceb3,18-29,France,62.42,2025-02-10,Cheque,False,Local event,Finance/Banking,Reforest the Sanctuary,2025,2,0,0,1,1,Medium
cff59f5d47d4189b01eb26994458e17cd7b523a5ef66d03e1b625534a2aaaa72,30-49,Germany,21.76,2025-03-08,Credit Card,True,Website,Science & Research,Marine Mammal Defense Mission,2025,3,5,1,0,0,Low
e7d02460e4f1b3b05d4883766fd30010f153820f583f57afa20685a1f40fe869,66-80,UK,37.76,2024-11-23,Paypal,True,Website,Agriculture,Habitat for Hope,2024,11,5,0,1,0,Medium
80275802a228be54d7b5e8c1a2550dd66671af673d8dd116e45452ea047726f3,18-29,USA,13.99,2025-04-27,Cheque,False,Website,Government,Habitat for Hope,2025,4,6,1,0,1,Low
998ca77d680b42af5b6ffb02074ce23e64edc6be670d40a31b40f3763261071c,30-49,Canada,44.44,2023-10-13,Paypal,False,Local event,Agriculture,Marine Mammal Defense Mission,2023,10,4,0,1,1,Medium
b23902f74c93018a800fc92ac00d57018dfdcf20dbb0223b9e530517762ba085,18-29,USA,9.65,2024-09-21,Cheque,False,Online advertising,Healthcare,Defend the Great Apes,2024,9,5,1,0,0,Low
e9d25d4074ce09ead56236270837c82d6776f686fa76242f1d728095dd4a151b,30-49,South Africa,13.75,2024-05-12,Cheque,False,Word of mouth,Environment,Marine Mammal Defense Mission,2024,5,6,0,1,0,Low
8cf1fd0afaf79acde0fbbdc247f75042b883371bf9a4bdb6ff32dc77555fc753,50-65,France,18.84,2025-06-07,Credit Card,True,Online advertising,Law,Wildlife Rescue Van Drive,2025,6,5,0,1,0,Low
ee53050fb25e218737363edb6d1c2af24d7277d569e862031bfe54143c432093,18-29,France,14.68,2025-05-27,Cheque,False,Online advertising,Finance/Banking,Rescue Orphaned Gorillas,2025,5,1,1,0,0,Low
c9b2e686fa3bfe9957b33746ab8b33d60f7a73feacbf69d0152bf6736d6d833d,30-49,USA,27.37,2024-09-11,Cheque,False,Local event,Environment,Habitat for Hope,2024,9,2,1,0,0,Medium
